chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.38852,0.44484,1.462,4.6522,0.75824,0.012668,7.6172,12.42,34.166,17.4
0.43751,0.6947,1.9596,4.1123,0.63591,0.012336,7.5494,5.1785,23.897,0
0.23863,0.5258,1.0597,4.1474,0.73793,0.0097674,5.1789,7.8323,44.611,14.7
0.2935,0.35225,1.1326,3.8083,0.72556,0.014859,7.1567,7.0672,33.59,15.5
0.39998,0.2726,1.8564,4.8726,0.60357,0.0095389,5.3611,13.38,31.715,0
0.21551,0.50165,1.1254,2.5702,0.7341,0.013221,4.3165,13.678,21.433,10.1
0.2331,0.63333,1.339,3.377,0.6654,0.01526,6.8818,5.7237,26.95,14.2
0.20175,0.7188,1.42,2.8929,0.67953,0.012356,7.4827,14.377,40.427,14.3
0.33356,0.64593,1.8997,2.369,0.62718,0.0090303,7.1305,10.104,29.134,0
0.14066,0.5209,1.2895,2.3784,0.57699,0.0094784,5.0391,6.2638,31.055,12.3
0.40958,0.41218,1.1202,3.8806,0.73501,0.01144,3.1996,6.4534,21.895,13.4
0.34621,0.47392,1.6682,4.271,0.67427,0.013401,7.3788,11.654,41.865,0
0.23701,0.2848,1.0681,4.316,0.6216,0.013698,6.2521,10.34,37.858,14.2
0.25192,0.4928,1.4978,4.9812,0.63786,0.00982,4.1921,11.879,40.961,14.8
0.43806,0.3291,1.7603,3.9256,0.64059,0.01257,5.4682,11.544,38.573,0
0.17078,0.25377,1.826,3.3421,0.71506,0.010256,3.5368,14.082,41.889,13
0.44992,0.71855,1.0369,3.8073,0.75952,0.012577,7.3576,5.7322,44.668,0
0.41909,0.53856,1.4315,3.1868,0.70414,0.0090956,4.8603,14.257,33.642,0
0.23955,0.49792,1.309,5.0258,0.7564,0.012595,7.9529,9.5884,30.631,14.4
0.13529,0.31595,1.8328,4.3532,0.66595,0.014804,5.5494,10.55,25.312,12.8
0.28513,0.28566,1.0522,4.2232,0.68171,0.010538,5.0214,11.329,33.863,13.2
0.10103,0.30152,1.001,3.4278,0.6577,0.010119,6.3242,5.2092,22.972,11
0.43085,0.78551,1.0309,3.6549,0.73254,0.0107,7.1614,13.166,35.704,16.6
0.050895,0.42783,1.9044,4.2144,0.63576,0.013424,4.2063,10.744,44.523,0
0.38987,0.37007,1.6825,3.2477,0.75739,0.0095879,4.2415,13.143,22.091,0
0.2625,0.68037,1.7388,2.5983,0.64758,0.011453,5.3825,10.904,23.625,13.6
0.41213,0.58412,1.1629,3.871,0.74632,0.014482,6.4184,9.6922,26.488,15
0.27771,0.34926,1.3193,4.9057,0.73704,0.014562,7.619,6.8184,32.919,16
0.3008,0.74791,1.664,3.3409,0.708,0.014723,5.9917,5.88,43.039,19.2
0.071439,0.51621,1.1189,3.3137,0.72257,0.010709,7.4121,12.156,29.434,11.9
0.14957,0.35171,1.7672,2.3229,0.69706,0.013342,6.7234,14.803,29.578,12.8
0.15408,0.72648,1.8061,3.5567,0.57819,0.01295,3.9269,10.347,28.856,12.2
0.17591,0.63604,1.5158,4.5452,0.6009,0.013747,3.2524,13.042,36.944,11.5
0.4284,0.25493,1.9084,3.7032,0.68298,0.011212,3.3774,13.536,23.593,0
0.19819,0.57343,1.9976,3.7253,0.7581,0.010586,4.98,11.996,21.596,13.4
0.34906,0.45224,1.8113,3.3121,0.62381,0.015902,6.5809,9.1618,22.446,15.8
0.34382,0.58238,1.0738,2.5348,0.75632,0.012478,3.1021,5.5683,23.502,13
0.40739,0.47949,1.5609,3.6567,0.57356,0.015284,4.4328,7.7205,34.835,19.5
0.24035,0.42099,1.6556,4.9879,0.68409,0.01098,4.0159,9.4213,20.661,12.5
0.40047,0.56606,1.2036,3.7331,0.57076,0.015035,5.2047,10.51,34.152,17.5
0.32216,0.42283,1.0782,3.5424,0.56957,0.014168,3.18,14.572,38.539,12.1
0.42498,0.50802,1.2409,2.9532,0.71179,0.015953,4.7735,12.559,22.731,12.8
0.28882,0.45836,1.7307,2.9568,0.57896,0.012157,6.1904,6.3504,31.301,17.5
0.31088,0.6962,1.3081,3.3804,0.73685,0.013904,4.1994,12.628,27.253,12.5
0.16098,0.20366,1.3747,3.4841,0.62086,0.011036,4.2026,14.397,41.485,11.6
0.20889,0.48765,1.565,3.6422,0.61396,0.015928,3.9084,13.647,20.796,10
0.18278,0.64925,1.6444,2.681,0.75044,0.012803,4.2471,10.816,42.867,14.3
0.40824,0.4895,1.4427,3.1086,0.57106,0.014277,3.6497,8.5892,29.877,16.5
0.40421,0.21274,1.8441,3.0375,0.61007,0.012419,6.6352,7.0562,25.387,0
0.44053,0.55594,1.3044,5.0764,0.73919,0.01033,2.999,12.148,41.673,17.1
0.097323,0.22341,1.5982,3.9862,0.66329,0.0090526,6.4347,14.49,41.818,12.5
0.095311,0.41274,1.2419,3.8543,0.68255,0.011106,6.9807,12.986,39.507,12.2
0.19044,0.23258,1.7087,5.1521,0.5925,0.009795,7.5544,9.8466,41.275,17.1
0.37397,0.31206,1.2472,2.3359,0.68179,0.014441,5.5453,5.3075,44.74,0
0.25038,0.3992,1.1739,4.0502,0.67503,0.014257,3.7576,8.5979,23.579,11.6
0.39024,0.40272,1.2752,2.1913,0.72038,0.012482,5.6792,13.739,38.051,0
0.31723,0.3073,1.5505,5.0529,0.6792,0.01466,7.9127,13.889,25.326,14
0.063852,0.47067,1.0138,3.5944,0.75024,0.010743,4.9221,9.3443,40.752,12
0.37986,0.4718,1.3806,4.9509,0.70817,0.014163,7.7246,10.131,39.777,19.6
0.23087,0.70952,1.3904,4.3884,0.75529,0.012663,5.1396,7.1016,28.065,13.6
0.094348,0.42513,1.3299,3.1996,0.72342,0.012722,5.5956,12.773,22.987,11
0.30018,0.40799,1.3346,3.8971,0.73279,0.01039,6.3523,14.048,24.959,12.4
0.16931,0.49791,1.8899,3.6775,0.6154,0.012738,5.8612,9.158,20.349,12.9
0.33111,0.50405,1.3813,2.3681,0.63172,0.01064,4.0075,13.168,29.816,12.8
0.07143,0.42503,1.775,2.6692,0.74244,0.011234,4.6389,7.0724,39.16,13.7
0.077989,0.77002,1.1582,3.0326,0.69743,0.009988,5.5504,12.243,43.201,11.7
0.34284,0.64991,1.4073,2.8918,0.66417,0.010534,7.2019,11.659,40.386,18.4
0.36755,0.48146,1.3095,4.236,0.75737,0.01439,7.1379,12.091,34.863,16.4
0.35115,0.49803,1.8651,2.3774,0.75371,0.0096913,5.7249,9.0597,22.656,0
0.33967,0.56821,1.783,3.8732,0.72226,0.013037,7.7101,13.745,32.67,16.8
0.36553,0.48382,1.8288,3.1407,0.75523,0.010947,3.3542,12.542,40.76,0
0.41894,0.39621,1.8041,3.7881,0.65266,0.014745,7.7495,5.7927,37.697,0
0.14397,0.43934,1.2681,4.6708,0.75907,0.013548,6.5098,14.353,37.171,12.1
0.27734,0.42851,1.6346,3.263,0.64152,0.011581,5.332,10.064,42.743,17.6
0.13257,0.40316,1.5741,3.6341,0.61244,0.013057,7.3816,5.6395,31.002,14.3
0.083703,0.53794,1.5393,4.4775,0.60662,0.013112,5.2849,13.64,36.501,12
0.19155,0.40831,1.2537,5.0309,0.61964,0.010109,4.7965,12.446,37.628,12.4
0.33036,0.20374,1.3743,4.8778,0.62367,0.01318,4.479,6.2801,29.689,15.6
0.37708,0.78871,1.862,2.4248,0.62754,0.010653,4.579,14.874,33.686,0
0.3497,0.70511,1.1669,4.8826,0.58102,0.014216,6.6369,12.205,23.316,12.6
0.22832,0.50527,1.5305,4.7525,0.69554,0.014641,5.6462,14.589,21.647,11.2
0.26661,0.369,1.4809,4.2279,0.60165,0.013257,4.6209,13.838,23.315,10.6
0.090963,0.77547,1.1529,2.6309,0.59111,0.009627,5.2621,11.719,40.763,11.2
0.36609,0.62763,1.4726,4.2991,0.75161,0.01254,4.5153,12.928,25.89,13.4
0.14372,0.47882,1.6194,4.0193,0.58452,0.0098666,4.4123,12.387,30.263,11.3
0.38159,0.76107,1.3991,2.3299,0.67424,0.014234,4.5912,9.9593,25.521,14.5
0.42571,0.48938,1.54,2.8365,0.57919,0.0094212,7.0875,12.745,24.872,0
0.40805,0.61058,1.6568,5.1444,0.56674,0.01197,5.4399,10.865,22.062,14.5
0.31406,0.23138,1.5568,4.3094,0.65758,0.013323,4.0589,11.487,29.496,13.8
0.091485,0.42651,1.2629,2.8972,0.68458,0.01266,5.0562,7.2079,41.444,12.6
0.3944,0.37036,1.6154,4.5118,0.75097,0.015437,4.9141,6.6564,39.899,19.5
0.095527,0.29529,1.3558,4.7166,0.67656,0.013103,7.6192,10.781,20.229,11.9
0.37375,0.56529,1.4799,2.9786,0.61162,0.012367,4.1267,5.516,24.211,15.5
0.15338,0.31875,1.6057,4.6444,0.72212,0.014616,6.5306,13.624,39.507,13.7
0.13152,0.79601,1.0936,4.1252,0.60304,0.010707,4.6884,7.0086,32.651,11.4
0.4303,0.43676,1.5845,3.9929,0.70293,0.011811,7.2835,14.235,38.751,0
0.16424,0.67809,1.1428,3.687,0.68214,0.013927,4.9067,12.317,42.162,12.2
0.072339,0.28293,1.8631,3.4385,0.64226,0.015714,6.7412,14.84,25.818,12.4
0.088491,0.43075,1.5003,3.8841,0.75533,0.01245,4.9944,14.98,26.505,11.1
0.31613,0.77855,1.6712,3.0708,0.66623,0.0090102,7.4089,9.0738,27.51,0
0.43023,0.47639,1.2876,2.4272,0.67644,0.010071,3.3555,10.836,27.155,0
0.19477,0.63489,1.8583,3.217,0.75235,0.015675,4.0202,12.712,35.368,13.8
0.41757,0.56152,1.7021,4.4043,0.63702,0.010761,3.1738,9.7512,36.107,0
0.16159,0.51072,1.2457,3.0658,0.69009,0.01524,7.2955,7.1292,29.957,13.2
0.40515,0.35392,1.9668,4.0308,0.59307,0.014783,6.2685,10.495,26.263,17.5
0.066063,0.34003,1.3611,4.0737,0.75722,0.01045,6.7754,13.893,31.786,12.3
0.11357,0.68655,1.4765,2.5222,0.73514,0.013446,3.4764,14.114,20.855,9.9
0.0659,0.79314,1.6862,3.3034,0.66086,0.014344,3.2344,12.289,37.513,12.2
0.23356,0.54938,1.3391,2.6852,0.63984,0.015438,4.1202,8.6401,28.094,12.8
0.083433,0.5076,1.8329,4.8871,0.70472,0.011681,4.4801,11.947,41.991,13
0.41982,0.24875,1.4827,2.5581,0.61058,0.015188,3.9714,6.2435,33.572,18.8
0.17585,0.42922,1.7915,4.6908,0.69605,0.011918,6.2044,7.1708,35.412,15.4
0.32008,0.56061,1.3463,3.2665,0.5943,0.014568,5.4533,8.5762,39.357,18
0.14472,0.7069,1.8165,4.712,0.63404,0.011683,7.2967,9.6691,34.244,14.8
0.32812,0.77655,1.5463,4.083,0.67418,0.01549,7.3088,6.7284,24.447,16
0.1474,0.65107,1.1991,5.1221,0.70193,0.010228,7.2815,14.124,44.022,12.9
0.27824,0.53773,1.1767,3.7143,0.66969,0.010157,5.4595,10.381,24.95,12.4
0.29927,0.21579,1.3188,3.7723,0.62535,0.013215,4.7997,6.3792,42.825,17.9
0.30622,0.59526,1.6753,4.407,0.72844,0.012617,3.7493,8.8366,40.505,16.8
0.11855,0.39799,1.9665,4.5922,0.60444,0.015998,3.3087,9.2848,30.088,12.5
0.21012,0.26715,1.4243,4.0139,0.75761,0.010539,4.7604,7.6924,27.267,13
0.12536,0.21372,1.4494,2.9042,0.73375,0.0127,7.5607,14.769,34.616,12.5
0.09759,0.75592,1.5936,4.8241,0.6449,0.013251,3.3438,14.278,36.032,10.8
0.0918,0.62014,1.3958,2.428,0.6029,0.010742,4.1233,12.06,38.834,11.2
0.26891,0.53209,1.6306,5.1297,0.68686,0.013203,7.5359,10.738,28.365,15.2
0.43286,0.46395,1.6015,4.3341,0.69576,0.010489,3.3981,7.7748,41.668,0
0.27374,0.47878,1.4303,4.4953,0.69078,0.013604,3.7951,9.3538,32.607,14
0.20013,0.48822,1.3424,4.5047,0.63679,0.013981,5.3947,12.322,43.419,14.1
0.2569,0.74184,1.2182,4.793,0.57654,0.012258,3.0996,13.113,24.46,9.9
0.11616,0.30896,1.6914,2.8146,0.61962,0.014378,5.4958,14.125,21.426,10
0.2247,0.54335,1.5651,4.6447,0.58522,0.011101,3.0006,14.541,39.137,11.4
0.35052,0.28332,1.3493,2.6273,0.65934,0.014661,6.1543,11.914,35.969,16.4
0.34173,0.71591,1.627,2.7151,0.67466,0.010145,7.5203,5.8034,28.443,0
0.28225,0.48514,1.8053,3.7656,0.60546,0.013966,3.7332,11.611,35.83,15
0.14172,0.30934,1.1664,2.6221,0.60055,0.015685,3.0695,14.605,20.622,9.9
0.43844,0.37856,1.5251,4.7603,0.73928,0.010323,6.2936,14.442,44.373,0
0.093174,0.30734,1.7466,2.3217,0.57426,0.012424,7.2395,15,20.09,9.9
0.26704,0.71681,1.9091,4.7094,0.73577,0.014223,3.5774,10.12,24.201,13.9
0.38244,0.75681,1.1695,4.8245,0.63757,0.011678,4.3473,13.709,38.518,15.4
0.22915,0.62578,1.9443,2.6957,0.60892,0.013487,7.0331,13.564,29.933,14.6
0.096198,0.24817,1.3605,4.66,0.60292,0.014537,6.2634,5.2915,39.624,14.1
0.41903,0.49539,1.834,2.5674,0.71196,0.01548,7.1535,7.624,25.306,0
0.25893,0.43841,1.4791,5.155,0.6809,0.015614,5.4422,9.4095,39.296,16
0.34763,0.46574,1.053,2.4368,0.7196,0.013589,3.1517,10.601,37.975,14.2
0.094163,0.32999,1.811,2.5893,0.73638,0.015465,3.0538,8.8016,24.175,12.2
0.26609,0.261,1.0393,4.973,0.75432,0.011526,6.211,5.7095,25.178,12.9
0.065842,0.48162,1.1501,5.1472,0.64541,0.015688,6.6112,10.839,33.486,14
0.33218,0.20302,1.7825,4.9539,0.56166,0.014772,6.8267,15.001,25.671,13.1
0.41782,0.5852,1.1053,2.9778,0.71277,0.014639,3.5113,9.7276,25.457,13.3
0.41908,0.39219,1.8575,2.9528,0.73561,0.010318,6.786,5.3469,36.038,0
0.27675,0.42585,1.2125,4.5498,0.58909,0.012424,3.0542,6.8961,32.111,13.7
0.38529,0.28463,1.7322,4.2465,0.5669,0.012422,7.847,6.1545,38.56,0
0.30542,0.55651,1.4986,3.8769,0.6453,0.0095337,4.4429,10.643,35.813,15.5
0.42231,0.78666,1.0936,4.1585,0.68055,0.012317,4.7713,9.7858,36.756,17.3
0.43386,0.25345,1.7977,3.9456,0.74244,0.0097079,4.4565,5.5459,32.583,0
0.35735,0.36979,1.2254,3.1672,0.65065,0.014162,5.5394,8.8551,42.617,18.8
0.4361,0.57696,1.132,4.0282,0.6366,0.015938,4.4241,12.092,33.36,15.5
0.12728,0.61366,1.0505,2.7266,0.56913,0.015195,7.189,6.2116,30.24,12.6
0.098091,0.54326,1.9494,2.9425,0.75797,0.011449,4.0326,11.688,44.314,13.5
0.29908,0.23812,1.3735,2.6721,0.60626,0.0093655,7.4988,12.963,29.305,14.4
0.38282,0.6523,1.6219,3.3556,0.63186,0.009622,4.6984,10.517,31.494,0
0.30818,0.50811,1.8144,2.4648,0.65274,0.013129,3.9259,11.143,21.279,0
0.28029,0.70541,1.4997,3.4904,0.58981,0.009198,6.7733,12.991,27.319,13.6
0.096083,0.42505,1.8289,4.6986,0.69305,0.015721,7.7056,6.157,36.187,15.6
0.24232,0.23991,1.8978,3.665,0.71426,0.0094225,4.3023,11.541,23.32,13.3
0.30542,0.43097,1.7657,4.132,0.6363,0.0111,4.6907,14.219,31.387,13.7
0.227,0.47251,1.9453,2.8307,0.73648,0.0091391,4.6988,12.69,28.55,0
0.29752,0.47181,1.0102,3.9705,0.68031,0.013546,4.7036,9.963,37.524,14.2
0.40512,0.23303,1.0984,4.1226,0.71281,0.015916,3.6166,8.6748,36.886,16.2
0.2003,0.71808,1.292,2.5737,0.69453,0.010418,7.3326,12.542,30.464,12.8
0.050092,0.28968,1.2738,4.7906,0.68025,0.011248,4.4115,9.3832,42.574,0
0.42004,0.50318,1.6276,4.3311,0.56478,0.013025,3.2227,9.2553,31.673,17.3
0.059051,0.23904,1.924,3.7757,0.63336,0.011548,3.7469,6.5261,28.75,14
0.18439,0.67042,1.4867,3.5677,0.58625,0.015205,6.3628,13.382,36.392,13.4
0.44357,0.78787,1.2502,4.047,0.70565,0.012487,7.2391,6.9392,23.084,16.3
0.051116,0.29177,1.5342,3.7052,0.63704,0.011174,3.0078,13.182,35.94,0
0.22934,0.34645,1.8034,4.6452,0.73044,0.012271,7.8435,13.442,21.944,13.5
0.14504,0.69054,1.4058,3.5722,0.75031,0.015755,6.8164,10.775,42.878,14.1
0.24817,0.29961,1.326,3.0626,0.67166,0.0094723,3.3349,6.6978,43.666,15.3
0.37444,0.62627,1.9702,5.1686,0.75749,0.010051,7.7824,10.335,21.832,0
0.17473,0.7371,1.8348,2.1803,0.68804,0.014622,4.2157,5.6712,26.559,13.8
0.091088,0.49023,1.4189,3.3172,0.73735,0.011944,4.4092,5.5118,25.459,12
0.14567,0.21756,1.7023,2.1962,0.68218,0.011857,4.2347,11.555,27.987,12.1
0.091469,0.52134,1.1649,4.8236,0.69329,0.014934,6.8033,13.1,35.804,12.2
0.33417,0.6132,1.3209,3.7682,0.73464,0.0093818,5.492,9.3576,42.587,17.6
0.30207,0.78982,1.5852,4.6952,0.65376,0.012817,3.8855,11.375,44.054,16.8
0.26361,0.48777,1.7937,2.4514,0.73616,0.0090271,5.5476,11.815,34.124,0
0.24138,0.39231,1.6016,4.9128,0.6965,0.015627,3.4854,10.14,22.733,12.3
0.2681,0.61327,1.1474,4.506,0.63981,0.015288,4.5252,5.6405,25.467,13
0.083133,0.77024,1.0164,2.5173,0.56248,0.010514,3.0471,11.454,32.905,9.9
0.14822,0.31625,1.0909,3.2786,0.56156,0.013219,5.3843,8.1112,38.591,12.7
0.38574,0.35746,1.5142,3.5136,0.62824,0.014874,7.9025,11.295,24.512,15.8
0.099207,0.54798,1.3285,2.9779,0.67005,0.010264,6.3825,5.5869,20.831,11.7
0.16461,0.24643,1.9006,4.7131,0.63914,0.010185,5.1423,9.1922,38.199,15
0.21259,0.77108,1.912,5.0275,0.6292,0.011032,7.4235,7.1303,23.252,15
0.25821,0.74328,1.4025,2.8206,0.57575,0.015531,6.0044,8.8049,36.603,16.2
0.36688,0.4001,1.6927,2.7847,0.75174,0.013983,3.8245,9.4578,35.805,0
0.42199,0.5176,1.6265,4.2158,0.74464,0.01007,5.0186,8.1548,37.327,0
0.40628,0.4944,1.8058,3.1526,0.66998,0.011721,7.4741,11.791,40.69,0
0.094036,0.36754,1.7676,2.8215,0.56681,0.012056,7.6743,7.6509,34.224,14.9
0.19382,0.2161,1.5004,4.6543,0.6118,0.0093212,4.2224,11.637,28.215,11.6
0.3138,0.2078,1.7181,3.3467,0.5667,0.011842,6.5715,14.243,44.58,19.4
0.44337,0.73778,1.8657,4.5762,0.671,0.011932,3.6256,11.576,41.579,0
0.15984,0.7041,1.0708,3.3097,0.61363,0.01007,6.145,8.1937,43.958,13.7
0.24947,0.64317,1.0128,3.9894,0.67529,0.014652,6.2648,13.812,42.539,13.8
0.11089,0.31555,1.791,2.3554,0.63797,0.0111,6.6609,6.0721,39.794,15.3
0.36309,0.51944,1.2534,2.3862,0.68516,0.0091728,3.3002,6.3261,31.245,0
0.31893,0.71367,1.4984,2.3197,0.62277,0.013491,6.9219,7.9215,32.427,17.3
0.37737,0.55708,1.5364,3.1659,0.64234,0.014558,4.706,9.6561,29.176,15.9
0.32183,0.54067,1.6518,3.6466,0.63969,0.012342,3.3229,9.1403,44.207,18
0.36229,0.63741,1.7657,4.443,0.72865,0.014391,7.8833,6.1436,29.882,18.8
0.24682,0.35486,1.037,5.0964,0.70529,0.010036,3.7295,12.078,29.505,10.9
0.080565,0.4465,1.143,4.5701,0.74605,0.009033,6.2402,11.815,26.321,11
0.38727,0.37638,1.0269,2.4532,0.71958,0.01398,6.907,11.269,40.615,17.5
0.064009,0.44328,1.2497,3.616,0.73617,0.010965,5.9857,5.2923,23.86,12.7
0.38356,0.31694,1.8298,3.1875,0.69422,0.0093666,6.6615,10.025,43.562,0
0.16591,0.42594,1.1138,5.0679,0.6465,0.0095919,6.5734,10.098,28.182,11.6
0.35141,0.7016,1.2537,3.7766,0.64703,0.010104,5.9924,14.405,22.674,11.2
