chord,span,airfoil mass,total mass,X_theta,Ia,dhh,dah,daa,Vcr
0.22621,0.27972,1.4392,3.8162,0.63903,0.011788,6.7467,10.254,32.241,14.4
0.085472,0.35051,1.4476,4.0872,0.70189,0.015948,7.651,5.9523,43.818,15.3
0.11512,0.78227,1.597,2.894,0.57406,0.0111,7.0577,5.7971,28.842,13.7
0.1028,0.29491,1.0621,4.2788,0.5773,0.013318,3.8589,11.544,32.447,10.3
0.1638,0.69834,1.8184,4.9878,0.56007,0.013483,3.0268,6.0942,22.65,12.2
0.19684,0.34376,1.3461,2.9222,0.63741,0.011947,6.1904,12.906,26.73,11.7
0.38759,0.64428,1.8261,2.7199,0.57309,0.013272,6.4978,6.1462,22.376,0
0.28913,0.68734,1.8146,2.4416,0.70626,0.015327,5.2512,5.7369,26.012,15.9
0.34275,0.22429,1.4245,3.7939,0.75077,0.010462,3.5717,11.492,22.69,12.7
0.4434,0.34901,1.6064,4.6234,0.72601,0.012423,6.7936,14.181,42.504,0
0.1357,0.52824,1.7847,2.7566,0.70938,0.012329,5.9063,7.6355,22.101,13.1
0.16925,0.75028,1.4705,2.9817,0.71259,0.014405,3.0965,13.83,39.934,11.7
0.17967,0.60143,1.2963,4.9632,0.61639,0.010182,6.7158,9.8013,36.316,13.9
0.43663,0.38782,1.0764,4.5475,0.63308,0.013096,3.9067,5.7992,23.822,14.7
0.38075,0.38057,1.3839,4.1255,0.72347,0.014364,4.8609,6.9286,36.143,17.7
0.051442,0.36973,1.6386,3.9495,0.62506,0.015923,3.6062,12.389,23.895,0
0.22386,0.69935,1.3599,2.402,0.67139,0.010918,3.6503,12.027,32.128,12.1
0.12309,0.26073,1.2016,2.5775,0.62476,0.015654,5.6507,7.5069,30.912,12.2
0.31764,0.52862,1.6091,4.7627,0.63614,0.014243,3.7735,5.6112,28.473,15.5
0.37687,0.42653,1.9726,3.9893,0.62765,0.015496,7.4821,13.537,26.4,16.2
0.1642,0.66797,1.7014,3.6508,0.75353,0.012333,7.9645,9.9358,32.566,14.7
0.35751,0.43285,1.4533,2.5719,0.7117,0.012957,6.2332,13.011,25.491,0
0.39316,0.74284,1.292,4.3509,0.62789,0.010909,3.8414,11.67,33.376,15.1
0.38164,0.36042,1.1762,3.4669,0.65513,0.014497,3.6433,5.5436,35.668,17
0.061635,0.28172,1.6946,3.7203,0.66852,0.014659,6.9584,10.049,26.896,14.3
0.097866,0.73196,1.9703,5.0009,0.68763,0.0096341,3.3635,6.8545,20.772,12.2
0.33997,0.2865,1.6359,4.5428,0.67325,0.011642,7.0979,8.0788,27.964,17
0.36399,0.50224,1.261,4.3707,0.59259,0.015448,4.1011,5.8661,21.823,14
0.35782,0.69061,1.7404,4.448,0.75224,0.012265,6.925,9.2557,43.573,0
0.050526,0.78876,1.5702,3.2127,0.6715,0.011098,3.7854,11.683,37.085,0
0.36696,0.40917,1.2501,3.2083,0.62573,0.015492,6.7704,7.9124,35.134,18.4
0.35641,0.70769,1.902,3.9604,0.57371,0.010526,7.337,9.1722,36.51,0
0.36339,0.34873,1.5544,2.8621,0.56138,0.014366,3.0992,8.961,26.294,14.3
0.13169,0.59737,1.9147,2.194,0.70928,0.014598,7.529,14.776,22.977,12.5
0.25759,0.69318,1.637,5.035,0.74939,0.015766,3.3267,9.4053,28.001,13.6
0.10362,0.28075,1.8059,3.7476,0.74885,0.015918,5.0395,8.7419,25.651,13.1
0.22841,0.35973,1.4591,3.472,0.61192,0.009936,5.0861,10.099,28.088,13
0.32388,0.46586,1.4357,4.5524,0.72311,0.014265,6.9363,10.043,33.86,16.5
0.3023,0.25879,1.2457,4.0205,0.62099,0.014369,4.3261,5.4251,27.394,14.3
0.27255,0.78144,1.6891,4.3269,0.67181,0.012733,7.3686,8.961,31.432,16.6
0.1333,0.65436,1.5467,3.2455,0.7002,0.0097646,3.0231,11.003,36.459,11.7
0.282,0.74597,1.636,3.75,0.61192,0.0093582,6.6498,6.6729,26.99,16
0.15377,0.52826,1.5413,4.5376,0.73392,0.014513,7.8371,6.8347,43.245,15.9
0.068061,0.34439,1.0089,4.1881,0.74096,0.013007,3.7673,10.054,34.173,11.6
0.12531,0.39452,1.716,3.8321,0.58846,0.011663,4.9728,10.797,20.465,11.2
0.28103,0.75932,1.1069,4.3697,0.7541,0.013262,6.5883,8.0575,31.456,14.2
0.069211,0.43121,1.3617,3.0361,0.72334,0.012154,7.0232,12.932,27.054,12.2
0.077324,0.23296,1.6375,3.4462,0.74111,0.011921,3.7603,10.43,43.407,12.7
0.31438,0.43679,1.259,4.717,0.74901,0.011639,3.3264,6.8458,34.374,14.6
0.12435,0.37487,1.4617,3.2142,0.62363,0.012219,4.1695,5.3075,36.441,12.9
0.11352,0.6816,1.4086,3.1555,0.7092,0.014224,3.8598,6.2054,24.331,11.6
0.30096,0.70513,1.5101,2.6706,0.70286,0.015349,4.0827,13.74,25.276,12.4
0.38467,0.71558,1.5234,3.6054,0.73798,0.0094555,5.5373,11.238,38.319,0
0.142,0.21312,1.139,4.4818,0.75395,0.011708,7.9571,8.2939,23.409,11.8
0.2039,0.53758,1.6338,3.7981,0.623,0.010115,3.7531,6.3995,37.725,14.8
0.23595,0.26796,1.7009,2.7133,0.72073,0.012598,5.7322,7.1084,39.595,16.7
0.2606,0.54261,1.422,4.3368,0.57463,0.013164,7.2999,9.518,36.294,17
0.17139,0.56446,1.2789,4.572,0.71923,0.015679,5.2117,9.5988,34.975,12.8
0.38705,0.21872,1.1873,5.0041,0.74958,0.012171,7.0442,14.319,36.798,16
0.19893,0.44342,1.4388,4.2092,0.65301,0.015673,4.7635,8.4202,42.377,14.9
0.26817,0.64957,1.1249,3.533,0.57495,0.013643,6.5083,14.22,36.482,13.8
0.32604,0.71223,1.4679,3.5487,0.72122,0.014773,3.9422,5.2867,21.4,14.1
0.10717,0.30285,1.6258,2.2618,0.65447,0.013749,3.5639,7.3906,27.207,12
0.1191,0.39422,1.8011,3.0722,0.71513,0.012869,5.7635,12.336,39.321,13.7
0.41034,0.2829,1.7941,2.7415,0.56579,0.0098917,3.6587,6.3131,43.361,0
0.15929,0.76561,1.6382,4.7909,0.63341,0.010653,3.9266,10.486,26.358,11.6
0.17233,0.20933,1.5875,5.061,0.72997,0.0090556,6.1601,8.6229,22.831,12.7
0.26633,0.44985,1.5171,4.8317,0.58988,0.012043,3.2852,8.8403,38.039,15.2
0.088048,0.60031,1.2964,3.969,0.59037,0.012055,3.0534,7.3202,26.572,10.9
0.25455,0.32905,1.3461,4.4168,0.64272,0.0093903,4.9401,9.7748,40.613,15.5
0.17146,0.69307,1.5657,2.3364,0.612,0.013124,5.3887,7.0165,25.955,13.1
0.36208,0.57039,1.1441,4.3217,0.6403,0.012237,6.5264,9.0421,20.34,13.2
0.079856,0.55464,1.446,4.9532,0.57898,0.011628,5.72,6.1468,42.592,14.1
0.30331,0.74325,1.6306,2.216,0.6233,0.0097831,6.1373,5.6371,36.83,0
0.24098,0.38333,1.5163,4.2944,0.72272,0.011211,4.5465,8.4798,36.638,14.9
0.39443,0.65707,1.8758,4.787,0.59456,0.014952,7.7879,12.732,41.855,0
0.076965,0.58808,1.3241,4.0943,0.73595,0.011615,6.8237,6.7109,32.973,13.2
0.30098,0.62835,1.3064,2.9644,0.7432,0.013305,3.4559,11.307,24.781,12.3
0.36079,0.7187,1.3336,2.5795,0.71309,0.01123,4.2519,7.0307,21.705,0
0.27076,0.44229,1.7501,3.6349,0.63696,0.0094299,4.0585,10.469,30.246,14.3
0.41039,0.23377,1.4435,3.7867,0.58681,0.012787,7.2768,7.0102,23.87,17.4
0.074551,0.59664,1.0186,3.0466,0.75476,0.014352,4.2084,11.851,23.426,10.9
0.30192,0.71421,1.8998,3.2184,0.65726,0.013757,6.5106,9.6388,29.087,16.6
0.16211,0.24572,1.4446,2.6704,0.63975,0.015444,5.5467,14.171,22.278,10.4
0.44721,0.25786,1.3131,4.5294,0.68048,0.012261,4.4807,6.3617,27.355,16.7
0.11665,0.39026,1.1098,4.6696,0.75432,0.010528,6.5204,5.4201,35.387,12.3
0.31775,0.22232,1.0033,2.6007,0.73248,0.010932,5.6485,10.252,34.17,14.1
0.18321,0.44805,1.4143,5.1251,0.57155,0.011776,6.9466,10.972,27.719,12.8
0.41072,0.25588,1.319,4.8342,0.69149,0.013792,5.3597,6.4424,43.753,0
0.40305,0.46246,1.835,3.1487,0.63353,0.014564,3.4865,14.548,20.017,0
0.16816,0.22907,1.4427,4.5428,0.7427,0.012733,7.0104,10.657,38.752,14.2
0.053692,0.48607,1.2503,3.0971,0.75339,0.010462,5.5924,7.2855,34.16,0
0.44927,0.27912,1.9547,2.5449,0.59725,0.013526,3.6308,5.8432,36.461,0
0.06096,0.79111,1.5393,3.2948,0.70135,0.015632,4.9014,11.959,35.032,13.3
0.3601,0.5551,1.3762,4.7252,0.60515,0.014579,7.9744,7.8431,37.74,0
0.31586,0.4489,1.4983,5.0207,0.75064,0.01413,4.9134,5.4308,34.553,16.6
0.27589,0.41311,1.8802,4.0469,0.6848,0.01107,3.3634,7.9671,25.848,14.4
0.18836,0.70909,1.1604,2.6469,0.66173,0.013223,3.797,11.385,41.079,12.2
0.36291,0.35874,1.3147,2.7229,0.64949,0.011287,4.3891,14.348,29.972,12.5
0.20177,0.55571,1.0685,2.789,0.70472,0.013026,3.9912,13.465,30.573,10.5
0.2679,0.51678,1.1851,2.4184,0.65282,0.0092139,5.1649,10.609,35.95,14.1
0.063687,0.62594,1.1693,3.9534,0.68161,0.014407,3.2714,13.577,29.587,11.3
0.20985,0.39525,1.5554,3.0596,0.63322,0.011443,6.1411,11.674,44.782,15.9
0.42774,0.41021,1.193,4.932,0.61774,0.012856,7.5866,5.9305,26.422,17.9
0.22082,0.54663,1.8995,2.828,0.75341,0.012038,6.9141,10.282,28.262,15.2
0.22264,0.63074,1.9162,4.8434,0.58694,0.0098394,7.4573,11.561,20.987,13.4
0.25189,0.73667,1.3857,3.0495,0.60681,0.010407,4.8915,10.978,26.69,12.5
0.29898,0.68274,1.104,4.361,0.68972,0.012323,7.6546,5.9944,34.958,16.4
0.14343,0.2194,1.5799,4.6999,0.67138,0.014879,4.0148,11.243,24.331,11.4
0.16582,0.2111,1.7015,5.0296,0.7098,0.014297,5.7004,7.8506,26.102,13.5
0.16453,0.77788,1.2307,3.7853,0.601,0.012038,3.7011,8.7858,39.819,12.4
0.37513,0.74227,1.5404,4.6269,0.70168,0.0093025,3.7197,7.3634,26.148,15.2
0.11811,0.34103,1.2755,5.0281,0.62933,0.011081,5.0121,8.0524,38.913,12.4
0.1939,0.27494,1.6172,3.2399,0.63259,0.0094794,7.3258,9.609,21.92,13.1
0.41197,0.36902,1.6139,4.1589,0.6,0.01572,6.3155,10.443,41.704,0
0.27282,0.21284,1.4827,4.5973,0.7072,0.013006,3.0349,12.213,31.216,12.5
0.31385,0.65193,1.8047,2.2608,0.71596,0.012971,3.3706,7.5462,23.316,0
0.27579,0.52459,1.0689,5.1386,0.61022,0.011208,4.4933,5.4504,33.178,14.4
0.15241,0.44523,1.9475,4.9311,0.58425,0.013144,4.7883,12.223,33.069,13
0.15434,0.49585,1.8558,4.3465,0.59982,0.010101,4.8424,13.653,37.099,12.8
0.30368,0.28479,1.0793,4.8017,0.64409,0.012414,5.2916,10.187,26.78,12.7
0.14263,0.73972,1.9087,3.9842,0.63305,0.01319,6.3324,13.976,22.163,11.7
0.2656,0.45707,1.6172,3.8499,0.60517,0.0097316,3.0399,5.6215,28.046,14.2
0.36179,0.40129,1.6196,5.152,0.6896,0.012778,4.1513,12.428,42.205,17.5
0.39392,0.55824,1.6548,4.9183,0.64664,0.011028,6.1494,7.9842,35.531,0
0.069014,0.79677,1.2068,3.9954,0.62953,0.014024,3.13,5.6984,43.157,12.6
0.085109,0.39944,1.5262,2.9132,0.66858,0.014466,5.5994,14.349,23.658,10.9
0.21671,0.36818,1.5981,2.2827,0.57274,0.01126,3.4819,6.7304,29.259,13.5
0.065905,0.62554,1.6413,2.6955,0.57243,0.011847,5.3053,7.0567,41.719,14.3
0.28918,0.21381,1.8994,3.5321,0.57161,0.0097439,7.9821,13.693,35.36,17.7
0.060778,0.39351,1.4638,2.4704,0.6742,0.011281,5.2425,10.808,21.851,11.6
0.072937,0.38057,1.5217,3.8589,0.60831,0.015389,7.1187,9.4755,44.532,15.2
0.28131,0.34065,1.8106,3.5271,0.60999,0.015688,3.7033,10.156,44.278,17.4
0.30933,0.5688,1.4697,3.9066,0.74226,0.011634,4.1338,9.2652,26.82,13.9
0.22783,0.57651,1.5346,3.3296,0.73469,0.011102,4.9901,10.207,21.526,12.6
0.14255,0.27109,1.0988,4.8441,0.56668,0.014873,5.5263,6.1672,32.241,12.4
0.28978,0.25413,1.9782,4.1324,0.65223,0.015046,4.3041,13.27,28.204,13.8
0.42652,0.34646,1.9571,3.7058,0.67292,0.015956,6.8449,8.168,21.427,0
0.06763,0.68777,1.4121,3.3258,0.66463,0.015245,5.0196,11.074,22.35,12.3
0.18439,0.28691,1.2449,3.3102,0.61406,0.010509,6.1587,13.027,25.193,10.9
0.4085,0.64743,1.5364,5.0832,0.67298,0.010524,7.2788,13.65,27.813,15.6
0.18079,0.70401,1.4925,2.329,0.7156,0.011987,4.3898,8.3651,29.153,12.8
0.36792,0.22321,1.7267,4.7914,0.61716,0.013598,4.1494,11.25,21.858,13.3
0.4367,0.56598,1.3837,2.265,0.73151,0.013225,7.2292,10.076,20.178,0
0.41763,0.44642,1.7324,2.6266,0.72305,0.015367,6.8797,12.601,30.11,0
0.33076,0.53928,1.5847,3.208,0.70085,0.010126,2.9976,10.65,33.642,0
0.27033,0.61672,1.9275,5.0059,0.74065,0.013229,7.621,6.1995,28.5,17.2
0.064692,0.52302,1.7372,2.717,0.64525,0.0096872,4.5061,12.831,33.404,11.8
0.35763,0.58337,1.8931,2.3554,0.59515,0.011914,6.689,13.96,20.626,0
0.10503,0.45445,1.7646,3.7466,0.7109,0.010189,6.3536,11.217,20.151,12.1
0.34609,0.79504,1.1282,3.255,0.59821,0.014001,3.8793,14.898,20.405,9.9
0.065919,0.6826,1.8598,3.8721,0.71082,0.012637,5.9195,6.9373,32.566,14.6
0.070366,0.23366,1.3352,4.066,0.7384,0.013714,6.4163,11.987,39.976,13.3
0.31424,0.51196,1.3317,4.9758,0.6093,0.012578,6.6916,7.5717,41.12,19.3
0.26526,0.74608,1.3507,4.9793,0.74554,0.013114,3.4988,8.6988,26.876,12.8
0.15644,0.33592,1.0013,4.8523,0.6507,0.013049,4.568,14.97,44.577,10.9
0.43582,0.59976,1.7262,3.1754,0.66455,0.010913,6.5819,12.81,22.007,0
0.13863,0.32238,1.6241,4.3489,0.72687,0.0091323,4.0006,9.7209,29.44,12.1
0.18616,0.23831,1.7613,3.3813,0.69486,0.012858,3.2473,8.105,44.116,14.8
0.42259,0.42682,1.6177,3.8609,0.72611,0.015704,3.3675,13.91,34.041,0
0.12774,0.33287,1.7058,3.9636,0.67726,0.015779,5.8987,6.028,24.145,13.3
0.090838,0.28775,1.6716,4.0929,0.63449,0.01014,4.9376,13.03,29.975,11.4
0.35205,0.37713,1.64,4.8287,0.60193,0.012362,3.5549,6.3537,21.58,14.4
0.081719,0.57617,1.4113,4.0891,0.73131,0.014345,7.8708,12.845,43.37,13.9
0.34566,0.35217,1.7193,4.2538,0.71466,0.014231,4.5819,10.134,39.307,17.8
0.27913,0.77231,1.1716,4.895,0.71044,0.011003,6.1271,9.6583,23.216,12.5
0.26975,0.78171,1.4421,3.9462,0.58219,0.010399,3.8048,5.3988,26.798,14.1
0.14205,0.41513,1.1343,5.1691,0.6627,0.011715,4.2393,8.6775,29.956,11
0.42052,0.49728,1.6092,2.1877,0.67755,0.014442,6.2759,10.313,40.624,0
0.43497,0.38824,1.7971,3.0288,0.56298,0.009659,4.6336,8.0857,20.431,0
0.11488,0.46639,1.7668,4.2171,0.70291,0.012218,7.5863,14.919,43.295,14.1
0.23461,0.74295,1.3865,3.9823,0.67206,0.014921,4.414,11.663,35.036,13.2
0.31259,0.38596,1.3316,2.7379,0.58014,0.011006,4.7641,10.388,44.751,18.3
0.061271,0.62572,1.9052,4.7708,0.58383,0.015687,5.1945,13.788,41.604,14.1
0.19206,0.57869,1.8645,2.2363,0.57536,0.011637,3.736,5.371,39.536,15.8
0.1809,0.69049,1.1736,4.2017,0.73512,0.0143,4.1381,8.6194,29.059,11.7
0.15698,0.40238,1.087,3.528,0.65093,0.0092032,6.1755,5.6246,24.21,11.4
0.32387,0.53274,1.006,3.0376,0.63532,0.010025,3.3627,9.6374,29.24,12.4
0.37982,0.52252,1.8175,3.5544,0.56281,0.0090349,3.8211,8.6894,37.935,0
0.11377,0.36726,1.6449,3.0349,0.62439,0.010088,4.9283,13.987,42.174,12.2
0.20745,0.60527,1.2522,5.0233,0.68494,0.010449,3.5383,10.688,26.838,11.1
0.078466,0.29507,1.0495,4.216,0.71635,0.014652,4.3153,13.989,35.18,11.1
0.05576,0.40642,1.5337,4.0566,0.64935,0.014678,3.7141,14.778,40.824,0
0.18604,0.56974,1.3038,2.441,0.66431,0.014777,6.8096,14.506,28.319,11.6
0.2059,0.29025,1.3337,3.8343,0.67006,0.010123,3.5754,9.0155,40.765,13.6
0.124,0.50047,1.1263,4.7672,0.71333,0.01295,4.9378,9.9314,42.153,12
0.41202,0.49903,1.5292,4.9024,0.67572,0.01443,6.297,9.7266,25.474,16.2
0.29104,0.31056,1.1975,4.7593,0.58513,0.013519,5.1766,11.156,38.417,15.5
0.17131,0.22578,1.8355,3.2812,0.69227,0.01527,4.3605,15.009,40.839,13.1
0.36654,0.59397,1.5437,3.3333,0.72445,0.013167,6.8982,14.907,39.686,17.3
0.39117,0.49137,1.8738,3.1748,0.60106,0.01246,3.146,13.306,26.586,0
0.321,0.67632,1.6818,4.1256,0.60747,0.012342,7.6721,7.441,25.208,16.8
0.15899,0.66549,1.3314,3.9825,0.5968,0.0096122,4.5346,7.3388,42.71,13.8
0.42475,0.21913,1.5936,2.3048,0.64498,0.012651,7.1917,11.28,26.36,0
0.41188,0.66038,1.5627,4.8648,0.63362,0.011364,6.0843,5.899,29.367,18.9
0.12495,0.68632,1.7232,4.1973,0.7428,0.014747,5.7336,5.1854,22.347,13.2
0.2559,0.77149,1.8431,4.9783,0.75468,0.011608,4.5945,12.862,25.286,13.4
0.43366,0.75814,1.3657,3.208,0.69854,0.014016,6.9917,10.967,22.409,14.9
0.2738,0.22585,1.7576,4.1522,0.67989,0.010589,6.5586,12.275,28.585,14.8
0.0631,0.70617,1.7703,3.7022,0.70139,0.014538,4.6433,14.167,34.398,12.8
0.16516,0.36012,1.8902,3.2716,0.59,0.015624,6.2442,14.852,24.826,11.6
0.3815,0.49628,1.5908,2.308,0.67289,0.013435,5.4805,5.6262,32.859,0
0.071278,0.70618,1.5947,4.2464,0.68945,0.013364,7.7593,6.7994,31.853,14.8
0.38696,0.49818,1.7624,2.7129,0.69832,0.015401,3.8033,9.311,21.026,0
0.1403,0.59969,1.8713,3.2075,0.56545,0.015337,5.3453,14.135,28.179,11.5
0.32644,0.21047,1.5123,3.1687,0.62722,0.015673,6.7425,8.3692,35.801,18.2
0.21622,0.5459,1.9595,4.0208,0.59012,0.014868,6.6208,6.1185,24.014,15.3
0.1688,0.45415,1.5284,2.9986,0.72559,0.014549,4.3587,11.187,22.519,11.7
0.31799,0.40844,1.6695,3.0592,0.69609,0.011756,4.9491,7.0996,38.093,17.8
0.37772,0.75588,1.5141,2.7527,0.68058,0.010387,5.042,13.561,30.707,0
0.42026,0.42385,1.6982,3.9392,0.58017,0.011887,7.6135,5.5855,29.581,0
0.14626,0.33669,1.3571,4.9456,0.6605,0.014623,4.7414,9.6168,43.757,13.3
0.10319,0.24218,1.7061,4.9684,0.58178,0.013562,3.7203,11.97,35.62,11.6
0.067489,0.67875,1.9862,3.4835,0.62895,0.0093416,4.116,10.84,35.014,12.6
0.15101,0.5926,1.0601,4.9948,0.57851,0.011338,6.2452,10.069,33.253,11.8
0.20165,0.66134,1.2825,4.1211,0.74444,0.011315,7.0572,12.906,23.088,11.7
0.11296,0.449,1.6873,4.1464,0.696,0.0090657,3.633,12.669,41.028,11.9
0.34878,0.76671,1.9197,2.8425,0.66195,0.014514,5.6023,11.204,33.936,0
0.3424,0.23804,1.4928,2.8631,0.62748,0.012861,6.7084,9.1531,32.67,17.4
0.10159,0.3289,1.2928,3.5232,0.60806,0.010843,7.4479,10.891,43.447,13.4
0.29723,0.35043,1.1025,3.8124,0.64853,0.013841,6.7872,9.0242,34.165,15.4
0.13223,0.76612,1.5128,3.002,0.60583,0.01567,6.4371,12.109,36.403,13.1
0.36159,0.54828,1.5032,4.8095,0.63859,0.010698,4.3981,14.078,37.547,15.4
0.39122,0.42721,1.633,2.268,0.74401,0.012288,5.5895,12.693,28.385,0
0.30039,0.39614,1.3111,4.1115,0.64674,0.0097202,4.1708,14.748,37.452,13
0.31378,0.39566,1.0198,3.8847,0.56727,0.010853,3.9433,9.523,39.196,15.7
0.30117,0.38882,1.292,2.408,0.59439,0.014049,3.4372,14.208,30.722,11
0.081889,0.54329,1.8318,3.2154,0.71598,0.013958,5.9447,8.7999,29.826,13.8
0.22132,0.45382,1.2189,3.6636,0.56797,0.012954,3.2357,13.753,41.481,11.8
0.1853,0.78442,1.9548,5.1392,0.59154,0.0090204,4.2309,8.4929,25.813,13.3
0.35236,0.33556,1.4484,2.9516,0.62916,0.015321,3.0535,6.3522,29.682,15.4
0.38625,0.32796,1.9352,5.0827,0.63505,0.015894,3.6004,12.64,34.464,16.2
0.29846,0.49394,1.2205,2.6057,0.68704,0.014617,6.3382,9.746,43.592,17.1
0.28659,0.33605,1.6838,3.1352,0.70978,0.015987,4.3387,14.349,37.39,14.4
0.088104,0.34752,1.9347,3.6127,0.73651,0.014455,3.0814,12.738,37.125,12.3
0.39707,0.54831,1.6261,2.5067,0.60274,0.0092546,5.2127,8.2958,27.162,0
0.24858,0.30902,1.9338,4.9938,0.67829,0.0090057,7.505,11.859,21.826,14.1
0.44855,0.38867,1.8092,3.5577,0.67743,0.012343,5.7523,6.7832,34.661,0
0.11192,0.46727,1.5376,3.559,0.72682,0.015973,7.8512,12.489,24.979,12.6
0.064532,0.31316,1.5775,4.0581,0.63295,0.013456,7.4465,7.5652,27.139,14.6
0.10017,0.51714,1.8208,3.0726,0.71754,0.012059,5.7427,14.891,37.225,12.7
0.43805,0.25758,1.8981,2.3486,0.58466,0.013415,4.8405,8.2257,39.872,0
0.17068,0.56448,1.462,3.0511,0.72648,0.012994,3.3425,7.6931,24.252,11.9
0.27412,0.32125,1.4924,4.3614,0.751,0.014337,3.3903,14.412,44.342,14.1
0.29284,0.7745,1.3307,4.8769,0.56007,0.012383,3.7274,8.1799,24.264,12.8
0.28716,0.59456,1.349,2.3344,0.56943,0.009391,3.3476,5.1868,44.322,17.9
0.34392,0.65143,1.0333,2.5261,0.61226,0.015254,7.8503,14.971,28.65,12.9
0.16692,0.31235,1.7431,4.3274,0.59778,0.012038,3.218,11.585,39.506,12.7
0.39516,0.67121,1.4335,3.2168,0.57108,0.014736,3.5202,5.0907,26.856,16.4
0.42711,0.60456,1.3857,4.7441,0.69496,0.013257,5.1871,14.643,40.553,17.5
0.0542,0.28497,1.4828,3.9152,0.6186,0.012072,4.9813,6.4031,43.799,0
0.19402,0.70219,1.0413,3.4448,0.57513,0.011197,7.7199,13.575,24.318,10.6
0.26435,0.37693,1.9029,2.4175,0.71749,0.010221,6.5899,7.3501,25.158,0
0.13645,0.786,1.3818,4.0792,0.56931,0.010624,7.3642,9.6314,20.057,11.4
